name	term	lev	seq	value
"tubulin binding"	GO:0015631	2	Acropora20216	0.109528549615232
"tubulin binding"	GO:0015631	2	Acropora9892	1.36747273968876
"tubulin binding"	GO:0015631	2	Acropora334	-19.0615625359959
"tubulin binding"	GO:0015631	2	Acropora924	6.74989288096031
"tubulin binding"	GO:0015631	2	Acropora868	2.91717846170263
"tubulin binding"	GO:0015631	2	Acropora52277	1.053465667064
"tubulin binding"	GO:0015631	2	Acropora909	4.39616215211155
"tubulin binding"	GO:0015631	2	Acropora22520	0.341845562568926
"tubulin binding"	GO:0015631	2	Acropora3271	-3.12711841497743
"tubulin binding"	GO:0015631	2	Acropora1703	1.27811049824359
"tubulin binding"	GO:0015631	2	Acropora29919	-1.49611792872549
"tubulin binding"	GO:0015631	2	Acropora34077	-0.455706446440476
"tubulin binding"	GO:0015631	2	Acropora5547	2.36866192800227
"tubulin binding"	GO:0015631	2	Acropora5018	1.30012936100827
"tubulin binding"	GO:0015631	2	Acropora10532	-0.211758709540327
"tubulin binding"	GO:0015631	2	Acropora54160	3.18858230396059
"tubulin binding"	GO:0015631	2	Acropora66610	-1.07177261866922
"tubulin binding"	GO:0015631	2	Acropora24792	0.526300647016235
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora548	0.255823877181439
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora6227	-2.13461708581585
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora39982	1.33911700865506
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2239	-8.83226082771002
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora16683	1.12391721348968
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora9306	0.211529744320997
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1263	1.05847341125438
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1281	1.40441053673167
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora6740	0.189046666068405
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2600	0.82159123618763
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora8303	-0.0592932591407493
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora6380	-0.976760459376512
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora866	-8.2795570188284
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4690	0.126575892382969
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7966	-13.7010425694827
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora9404	0.0451751244695757
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora60903	-0.0372310851382565
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora22493	-0.613068175019151
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4081	3.70283197908095
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora6111	-0.302247375743073
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3598	1.30286579109272
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora441	-0.0216032023588259
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora20190	2.17862510427895
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora106	-1.53897040157561
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora31902	0.264141975251067
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora19116	0.168441357660065
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora895	-3.25502008573732
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1907	0.22732263631862
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora17932	-0.00557206292886531
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3331	-7.04566117223135
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora13201	0.268003742588347
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3992	0.186505875487607
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4533	-2.00774149114641
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7856	0.340837450282009
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3963	-1.42644441289509
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1049	-10.3601519233569
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora766	-0.817352886694673
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora9458	1.08072379026215
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora41836	0.468820080249921
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora19757	0.00955752643482908
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5375	0.554303148791912
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5842	-2.10702289975012
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12582	-13.2063913810477
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12914	-6.97064802137005
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3094	-3.48217892593108
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1220	-0.685320576123167
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora9325	0.078009272253331
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora26495	0.120049228597268
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora19499	0.760688132986705
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora24661	0.963359033707867
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora22795	-1.69816171404302
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora21225	0.0216032023588259
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora41965	0.279005898250105
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora30654	-0.466869834732604
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora24312	2.13961925099248
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora19107	0.0207328553435339
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3254	-1.01965119922541
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1342	-4.18060239544384
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora10948	0.552866484966419
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora22608	-5.34357110003779
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora780	-0.540313939374212
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5645	0.868799217991531
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2606	-12.5144136487453
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora10121	1.48853082389149
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1957	1.86303881977308
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7611	1.66771387233304
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora13775	0.111140705139587
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora34690	-0.0463833514663889
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora40447	-0.100030724325586
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7955	0.292926810673916
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora29446	-0.31752956321499
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora322	7.10287656089046
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1889	-2.68875174276633
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora10931	1.50556578986059
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora51007	0.157575156043194
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora15579	0.342358360889419
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1131	2.96472397857624
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora9289	-4.38307866386024
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora17084	0.167439071237569
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora20916	0.122191419477318
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5340	-0.568318718749688
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7475	1.20704382164344
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2736	-8.45174517608871
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora547	0.600206799632096
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3716	-2.16034530237191
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2211	-8.53224948058152
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora10705	-6.24463644899279
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora26780	0.407179914589244
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora10698	-11.2674704166659
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4584	0.27705820326711
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora39482	0.0777393440977475
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora25017	-0.0777582218902762
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5216	0.164466116332205
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora13378	0.394524088753331
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12689	-3.51572496142124
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora21916	2.61064966405092
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora236	5.53216583597527
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora25763	0.523443250075362
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora10545	-0.00718136428605583
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora8856	0.552154290060737
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7489	-0.678240809000592
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora26183	0.078519153687246
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5898	-0.731177616662276
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora18635	-3.98702459040802
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora30429	2.98109853546958
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora11393	0.0768414785879512
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora10945	0.114920152299326
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7778	0.383447619102468
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora11526	-0.527942932222389
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3311	-9.86402122250288
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora44019	-0.100683914187135
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora26525	0.695387688324194
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora8011	0.423516174765709
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora9734	0.552307110170122
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1583	-0.824678148795706
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1521	-0.0908035206815493
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1010	0.574105680858346
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora8565	2.11029163624638
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4092	-5.35460060180282
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12153	0.0944783594524903
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora11045	0.0108921109497579
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora17728	-2.98135742827069
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5675	-7.76969578776051
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora20228	-0.0173930172942301
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora6608	-11.9122425424038
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora9040	2.4756708912515
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora25391	1.58750475211204
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3746	1.27191651278753
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12567	0.0897454118258081
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora6705	0.0185305919733129
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1750	1.37883896967178
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5550	-3.1733634583364
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora17137	0.835474909403154
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora308	4.0465566838367
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora13596	-1.56029677419027
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora500	-4.47331775030773
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora32048	2.06115941906408
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora224	-1.87356254912687
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora946	-1.74792524575988
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7566	-5.12762965677094
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3831	-7.54654527361361
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5794	-2.25917323678397
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora156	-12.1723180663055
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3379	-3.30916217266738
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7276	-16.1133610212642
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora29452	-0.460466715383966
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora22090	1.70295714521342
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora11355	0.0975976157221483
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora9107	-0.0243421474556535
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3251	-10.0088961246244
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora14592	1.06578507123516
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1678	0.140936808466964
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora16674	-5.76511841943647
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora486	1.5772531833926
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3162	4.47306162346034
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2639	-1.02856199214765
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3061	-2.3605841259545
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora6349	-5.76249783203782
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora20144	-0.226103348452781
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora26249	-0.0221083513678034
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7505	1.2775975049047
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3391	-8.41320911450031
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora21240	1.42243970993522
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora6338	-3.38210433872669
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora10504	0.405798315751015
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4155	1.16393443678868
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora316	-12.4315430760486
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora260	-9.55654000179111
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4543	0.14623356435516
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2995	0.536756312188077
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora25378	0.0368709385244654
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora18892	1.85444626269357
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora21706	1.11787194149566
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora748	-1.06182583034755
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora40277	0.0616044841616607
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4378	-2.07894395716158
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2229	-13.1158548107106
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7123	1.04529101712179
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1637	-3.70088697432553
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3944	-6.01662294981807
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora53312	0.319156121343006
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora11533	-5.07026644813205
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora14028	0.13468400359714
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora11917	0.507265410083056
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora19467	3.07604954454736
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2743	-0.0352774452256226
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora9453	0.585803870985858
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora37777	1.93658574754776
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora378	5.08090614395864
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora26827	-0.619161299591024
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5886	3.99313384060615
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3655	-4.10253920340936
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5975	0.280330176525902
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3691	0.370341586798117
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora18761	0.298948502190246
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora11065	0.0107361756303461
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora20087	0.0628539587820607
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora8580	3.90867503409058
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2098	4.17801263849903
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora834	-6.11731493244973
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4902	-0.186042019698614
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora14857	3.1948208621562
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1409	-5.37391605581563
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora5119	4.87499373937444
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7667	-0.283620619028864
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12938	-2.03765142766198
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2572	-5.85703305520449
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora8770	0.231279450327231
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7055	2.35668343798623
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1285	-4.90032580682937
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4136	1.0592016751954
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora23039	-0.00935773588623663
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12464	-0.125279613895953
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora11056	0.133733674132811
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3599	0.495583051209612
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora66422	0.183540335088476
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora14630	-2.18112829960249
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3305	2.07634095002755
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora16822	-3.48338480080099
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora23048	1.2703358052027
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora10313	1.6876063915442
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora13797	-0.109267023019508
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4866	2.38613884101057
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4951	-15.697143588002
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora11596	-0.0694569475677296
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora346	-3.44165426844819
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora35295	-0.802630449553959
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3271	-3.12711841497743
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora13794	0.839207223529455
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4252	-0.881422484787474
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2416	3.45567154692829
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora18623	-4.5042979149651
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora3769	-1.96721263746532
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12141	-0.484644254984452
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora323	-8.50475113413493
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora19917	3.96033512013301
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora17222	0.0842357298345755
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora8714	-15.0743019332714
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12679	-0.872105465108265
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora17114	-4.49457599634721
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora8986	-0.252414155936757
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12043	0.91142304435436
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1392	0.223723412546349
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora67809	-5.70072356008677
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora11311	-0.607309401869382
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora17422	0.138110638084442
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4491	1.11064798365682
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora20885	1.05331623518271
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora18662	-0.0351320979963198
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora25787	0.693225787823387
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2584	-0.232898293920412
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora9177	-0.0196550611316215
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2400	-6.55595859805752
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2386	0.62188849535218
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1718	-2.39630410439858
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2691	1.55008648769802
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora24711	-3.11467859199901
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora12716	-0.040185210937263
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora1472	0.67211798667161
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora19982	-0.0483228675370993
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4879	2.60536263972336
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4149	1.56172104046751
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora21005	0.199077017399719
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora7319	1.7102012828455
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2215	5.81186372149879
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora25424	-2.33179432492103
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora4339	3.32262665758868
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora2234	0.866326748922585
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora6558	0.0225752401501312
"ubiquitin-like protein ligase binding"	GO:0031625;GO:0044389	5	Acropora26686	1.63429367103608
