gene,padj
Pseudodiploria193327,0.02130196539836138
Pseudodiploria193764,0.03823930681961091
Pseudodiploria193907,0.016994726629518224
Pseudodiploria194189,0.04511273000918003
Pseudodiploria194315,0.0444919358928144
Pseudodiploria195306,0.04631559466731724
Pseudodiploria195828,0.047008796304302776
Pseudodiploria195860,0.04789797079196922
Pseudodiploria195930,3.826296743318218e-6
Pseudodiploria196007,3.2954336428969884e-5
Pseudodiploria196068,0.003216871445629824
Pseudodiploria196411,0.020130378166910618
Pseudodiploria196574,0.0020584645852897193
Pseudodiploria196661,0.009882646212269064
Pseudodiploria196781,3.2954336428969884e-5
Pseudodiploria196940,6.867364618502135e-4
Pseudodiploria197058,0.0022231019409834434
Pseudodiploria197101,0.04494820015027884
Pseudodiploria197331,3.3490692429077964e-6
Pseudodiploria197459,0.046605611001656284
Pseudodiploria197566,0.02130196539836138
Pseudodiploria197583,0.006508695860716607
Pseudodiploria197663,0.002935733017910373
Pseudodiploria197974,0.0010847580129718178
Pseudodiploria198730,0.020327093065372545
Pseudodiploria198757,0.027764474582119975
Pseudodiploria199221,2.813731661932171e-4
Pseudodiploria199236,0.02130196539836138
Pseudodiploria199404,2.3939714792923082e-5
Pseudodiploria199449,0.006516736149813949
Pseudodiploria199715,0.018111796011856026
Pseudodiploria199807,0.02389121516383344
Pseudodiploria199968,0.0018038347766906775
Pseudodiploria200018,0.047008796304302776
Pseudodiploria200175,2.8437830288412263e-4
Pseudodiploria200329,0.024590583490953725
Pseudodiploria200760,2.7144508447756764e-5
Pseudodiploria200917,0.010425236085605518
Pseudodiploria201046,0.047008796304302776
Pseudodiploria201662,0.04235958496743683
Pseudodiploria201832,0.0447231190267278
Pseudodiploria201858,0.047008796304302776
Pseudodiploria201995,0.04511273000918003
Pseudodiploria202299,0.04235958496743683
Pseudodiploria202766,0.0444919358928144
Pseudodiploria202916,0.03691905063503533
Pseudodiploria202962,4.032796722023018e-4
Pseudodiploria203017,0.044473892618553765
Pseudodiploria203156,1.7165929004414877e-17
Pseudodiploria203173,0.0447231190267278
Pseudodiploria203350,0.03823930681961091
Pseudodiploria203705,0.03157700384507306
Pseudodiploria203879,0.005863878463736105
Pseudodiploria203983,0.04485563098839675
Pseudodiploria204288,1.0052428674130196e-5
Pseudodiploria205012,6.451894128145819e-8
Pseudodiploria205097,0.005365382712399236
Pseudodiploria205124,0.004120773604870725
Pseudodiploria205158,0.031026288774250593
Pseudodiploria205213,0.03823930681961091
Pseudodiploria205306,0.04419249427630634
Pseudodiploria205518,0.018283406926983905
Pseudodiploria267186,0.013092143304544246
Pseudodiploria293394,0.0447669672803521
Pseudodiploria37249,0.024345093670607564
Pseudodiploria54417,0.04789797079196922
Pseudodiploria62723,0.01773414747132298
Pseudodiploria67717,8.467624727674144e-4
Pseudodiploria74531,0.04054397551094654
Pseudodiploria84865,1.0112952949644867e-4
Pseudodiploria95707,2.8437830288412263e-4
