	Pcli-003	Pcli-004	Pcli-006	Pcli-008	Pcli-011	Pcli-015	Pcli-018	Pcli-024	Pcli-026	Pcli-028	Pcli-029	Pcli-033	Pcli-038	Pcli-039	Pcli-040	Pcli-045	Pcli-049	Pcli-050	Pcli-052	Pcli-055	Pcli-058	Pcli-064	Pcli-066	Pcli-067	Pcli-069	Pcli-070	Pcli-075	Pcli-076	Pcli-077	Pcli-079	Pcli-091	Pcli-094	Pcli-096	Pcli-101	Pcli-103	Pcli-105	Pcli-109	Pcli-111	Pcli-114	Pcli-115	Pcli-120	Pcli-124	Pcli-126	Pcli-128	Pcli-130	Pcli-132	Pcli-135	Pcli-148	
Pseudodiploria187042	13	1	14	16	0	2	2	9	7	13	14	10	8	0	0	7	12	2	26	1	2	0	2	3	1	10	9	1	8	1	0	1	5	0	5	8	25	0	1	3	7	6	14	9	4	0	0	8	
Pseudodiploria187043	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187044	75	21	56	68	5	36	24	63	101	153	65	164	105	16	82	9	45	65	132	16	11	4	8	31	15	94	134	38	40	25	49	79	63	14	75	123	148	50	5	39	131	13	169	281	160	2	20	68	
Pseudodiploria187045	3	2	6	1	0	2	1	2	2	6	1	4	4	1	0	0	1	0	5	1	1	0	0	4	2	3	2	4	0	1	2	0	5	0	1	9	0	3	0	0	0	0	2	4	6	0	6	0	
Pseudodiploria187046	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	3	0	9	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	
Pseudodiploria187047	0	1	1	0	0	0	0	5	0	0	0	3	0	0	1	0	1	3	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	2	2	0	0	0	0	1	0	1	1	0	0	0	0	
Pseudodiploria187048	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
Pseudodiploria187049	4	1	3	4	0	6	1	8	15	16	12	29	9	1	7	6	6	16	52	0	0	0	4	6	0	16	20	10	10	9	3	12	7	6	7	41	24	4	0	5	15	5	33	41	15	0	5	10	
Pseudodiploria187050	0	0	1	2	0	0	0	1	0	4	0	1	1	1	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1	3	2	0	1	0	0	0	
Pseudodiploria187051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
Pseudodiploria187052	16	1	5	1	0	0	1	4	6	0	2	10	1	3	1	0	3	1	1	0	0	0	1	0	1	7	13	2	1	0	14	0	0	0	2	3	5	7	1	5	3	0	14	14	1	0	2	3	
Pseudodiploria187053	5	0	2	5	0	0	0	2	0	2	0	10	0	0	0	0	0	10	4	0	0	0	0	1	1	1	4	0	0	3	1	0	0	0	0	2	2	0	0	0	3	1	5	5	9	0	0	0	
Pseudodiploria187055	16	2	16	17	0	3	10	25	28	17	26	22	7	5	7	3	20	11	29	0	0	0	1	5	5	20	18	2	9	6	15	5	22	8	6	15	43	13	0	8	18	8	16	19	16	2	5	4	
Pseudodiploria187056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187057	14	16	3	19	0	6	5	13	15	18	8	40	2	0	0	0	3	6	16	0	0	2	0	1	3	8	21	1	9	0	2	8	3	3	7	8	10	8	0	6	12	0	19	31	15	0	1	9	
Pseudodiploria187058	17	2	7	14	0	1	0	11	7	20	4	14	24	5	2	0	1	13	18	1	1	0	2	7	3	14	7	2	24	8	8	14	14	2	8	7	17	3	1	11	17	0	22	21	14	0	2	12	
Pseudodiploria187059	1	0	2	4	0	0	5	1	0	8	6	1	0	1	0	0	0	1	0	0	0	0	0	0	0	9	1	0	0	0	0	6	0	2	0	0	6	2	0	1	5	0	4	1	8	0	0	0	
Pseudodiploria187060	0	0	1	0	0	2	0	0	6	0	5	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	1	2	0	0	0	0	
Pseudodiploria187061	62	14	36	56	0	16	14	46	76	84	37	133	54	7	11	7	31	59	67	16	6	6	1	19	17	82	84	10	60	12	14	49	24	22	43	66	76	41	4	32	55	5	139	203	93	1	9	48	
Pseudodiploria187062	1	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	2	7	8	0	0	0	
Pseudodiploria187063	1	10	2	3	0	0	0	1	12	5	0	12	4	0	1	0	3	3	6	0	1	1	0	0	1	2	5	4	6	2	1	7	7	1	4	13	11	7	0	0	10	3	14	17	11	1	0	0	
Pseudodiploria187064	13	1	1	1	0	5	2	3	3	10	4	5	5	6	2	0	5	3	1	0	0	1	0	1	0	8	6	3	2	0	1	1	4	0	6	1	4	2	0	6	4	0	4	14	0	0	0	6	
Pseudodiploria187065	1	1	2	4	0	0	2	6	1	3	2	1	10	1	0	2	1	2	5	0	0	0	0	0	0	11	5	1	0	0	1	1	0	0	1	1	5	7	0	1	4	0	5	3	7	0	0	2	
Pseudodiploria187066	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187067	12	0	3	3	0	0	1	1	6	18	9	7	8	3	2	0	2	1	3	0	0	2	2	1	0	7	1	2	4	1	1	0	2	0	1	2	10	2	1	3	3	0	16	9	5	0	3	9	
Pseudodiploria187068	6	1	0	6	0	0	0	0	2	3	0	2	4	0	3	0	0	2	0	0	0	0	0	0	0	4	1	1	4	0	3	0	0	1	0	0	0	2	0	1	0	0	4	5	1	0	0	2	
Pseudodiploria187069	3	0	1	4	0	6	3	8	7	4	6	12	18	0	4	1	8	2	9	10	2	1	1	0	1	12	11	2	5	0	3	1	2	7	9	12	11	2	2	4	4	3	14	25	10	0	1	1	
Pseudodiploria187070	4	0	1	0	0	0	1	0	0	2	2	1	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	1	0	0	0	0	
Pseudodiploria187071	15	1	1	3	0	9	5	5	9	22	4	6	12	1	1	4	8	1	10	0	0	0	0	5	1	3	7	1	0	1	8	1	6	2	14	11	5	7	0	13	1	0	7	11	9	0	1	8	
Pseudodiploria187072	16	0	9	0	0	5	2	12	1	22	3	13	17	3	3	0	4	8	2	1	0	1	1	1	1	3	7	0	3	0	8	12	2	1	4	3	17	9	0	8	8	4	1	6	5	0	1	12	
Pseudodiploria187073	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187074	12	3	15	14	2	5	10	29	17	16	11	57	13	2	4	4	6	15	37	1	0	1	0	4	6	21	60	5	18	4	3	10	6	3	15	7	30	12	4	17	17	6	36	62	44	3	8	9	
Pseudodiploria187075	31	6	22	22	1	5	4	22	18	35	32	41	23	15	14	5	9	20	34	3	2	2	3	2	4	28	24	7	10	2	14	12	23	7	7	30	50	6	2	24	40	10	30	65	30	0	7	28	
Pseudodiploria187076	1	0	4	6	1	0	0	11	6	8	7	7	11	0	0	1	2	7	5	1	2	0	0	5	5	9	8	0	5	1	1	12	2	0	5	7	22	3	0	15	16	1	28	25	14	0	1	1	
Pseudodiploria187077	0	0	0	0	0	0	0	0	0	0	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	
Pseudodiploria187078	22	11	14	22	0	15	8	14	17	21	22	34	14	5	7	10	22	19	21	1	3	2	1	11	8	33	29	6	10	4	22	15	21	9	15	14	24	9	2	11	30	6	34	24	15	0	10	23	
Pseudodiploria187079	17	1	6	10	0	4	3	4	6	34	4	8	18	2	25	2	1	13	7	0	0	2	1	8	4	3	21	9	7	5	5	3	0	2	14	4	6	13	0	19	6	0	8	16	11	0	2	14	
Pseudodiploria187080	7	2	8	4	0	1	7	4	15	8	11	21	5	1	4	0	3	0	11	0	0	0	3	1	0	21	8	5	9	0	8	3	9	0	20	11	14	0	0	0	20	4	22	27	11	0	1	7	
Pseudodiploria187081	2	0	9	1	0	1	0	1	1	1	3	3	0	1	0	0	2	0	7	0	1	0	0	0	0	0	4	5	0	0	0	0	1	1	2	0	1	1	0	1	2	1	9	3	6	0	2	0	
Pseudodiploria187082	0	0	1	0	0	0	0	0	11	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	5	0	2	1	0	0	0	1	
Pseudodiploria187083	2	1	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187084	0	0	3	0	0	1	0	0	2	0	1	0	2	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	
Pseudodiploria187085	10	1	12	2	0	5	4	14	0	23	13	1	7	1	3	1	11	4	16	1	0	2	0	6	0	11	5	1	5	2	19	10	4	0	17	10	14	1	2	2	17	2	4	4	7	0	3	13	
Pseudodiploria187086	692	264	520	940	68	321	336	799	1159	1661	833	1835	580	327	651	253	517	568	1287	177	119	105	73	381	248	881	1787	375	507	190	634	832	481	312	624	869	1267	667	88	659	1365	216	1827	2918	1591	58	294	1085	
Pseudodiploria187088	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	
Pseudodiploria187089	5	0	1	0	0	0	0	4	0	18	0	2	3	3	1	0	6	2	3	0	0	0	1	2	1	3	4	2	0	0	2	10	0	2	1	0	5	2	0	2	5	0	0	1	0	0	1	1	
Pseudodiploria18709	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187090	0	0	2	1	0	0	0	0	1	4	0	1	0	0	1	0	0	0	4	0	1	0	0	0	1	0	3	0	0	0	0	0	4	2	0	1	2	0	1	0	5	0	0	0	1	0	0	0	
Pseudodiploria187091	0	1	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	1	0	0	2	0	0	1	4	0	0	0	2	0	0	1	0	0	0	0	0	
Pseudodiploria187093	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	7	0	3	5	6	0	0	3	1	1	4	4	4	0	0	1	
Pseudodiploria187094	5	0	3	1	0	0	2	2	4	12	5	11	7	3	3	0	1	1	10	0	0	0	0	0	1	9	10	0	1	0	0	0	4	0	2	4	5	9	0	0	10	1	5	19	3	1	1	0	
Pseudodiploria187095	2	1	1	0	0	1	0	4	4	3	7	5	1	0	0	0	1	8	10	0	0	0	0	0	0	4	2	1	2	0	0	1	0	1	1	0	2	0	0	9	1	0	5	7	1	0	0	1	
Pseudodiploria187096	2	0	0	0	0	0	0	1	0	1	4	2	0	0	0	0	1	0	5	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	0	2	0	0	1	3	0	1	0	0	0	0	0	
Pseudodiploria187097	5	1	3	2	0	0	0	2	8	4	5	4	2	0	0	0	2	0	6	0	0	0	1	0	1	0	4	1	0	2	0	3	3	0	2	1	0	0	0	1	2	0	6	3	2	1	0	6	
Pseudodiploria187099	19	3	18	5	0	3	1	35	34	31	27	35	36	1	4	4	17	5	15	1	1	1	0	3	7	28	21	5	17	9	5	11	24	8	7	29	21	4	0	20	38	5	20	23	11	0	2	10	
Pseudodiploria187100	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	5	3	1	0	0	0	0	0	0	4	2	0	0	0	0	3	0	2	0	1	3	0	1	0	5	0	1	2	3	1	0	1	
Pseudodiploria187101	9	2	3	10	1	7	3	5	9	19	8	13	9	1	1	1	3	7	20	3	0	1	1	1	2	15	16	0	3	0	9	13	2	1	10	13	7	7	0	3	32	1	9	25	11	0	0	9	
Pseudodiploria187102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187103	9	21	7	20	0	8	3	4	25	8	4	39	10	8	4	3	2	17	11	0	1	3	1	2	9	7	42	3	25	7	8	12	12	5	4	23	26	27	0	17	30	6	35	92	20	0	6	13	
Pseudodiploria187105	4	0	2	5	0	10	4	9	13	6	10	6	2	1	2	5	8	2	9	0	0	0	0	1	0	4	10	1	5	3	10	9	6	0	2	7	16	7	1	9	25	4	12	24	23	0	6	9	
Pseudodiploria187106	12	0	4	11	0	1	11	13	13	26	27	24	35	0	22	4	13	15	22	7	4	0	0	4	4	11	11	6	12	2	6	9	26	5	3	23	30	7	1	8	30	2	21	14	23	2	4	15	
Pseudodiploria187107	1	0	1	3	0	0	1	2	0	11	4	12	5	0	2	0	6	1	9	0	0	0	0	1	2	4	6	1	4	1	4	3	1	2	2	3	10	0	0	1	6	1	13	19	10	0	2	7	
Pseudodiploria187108	8	0	3	1	0	0	0	1	8	5	7	6	2	3	0	0	0	1	5	0	0	0	0	0	1	7	10	1	0	0	8	2	1	0	7	7	2	3	0	2	7	0	12	10	8	5	0	5	
Pseudodiploria187109	1	0	1	0	0	0	0	1	0	1	0	1	0	0	4	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	4	1	1	0	0	0	1	0	0	0	0	1	
Pseudodiploria187110	9	0	8	9	0	0	2	10	14	19	12	39	6	1	7	2	4	10	23	7	0	0	0	3	1	11	15	3	4	1	4	16	7	2	8	19	21	17	2	13	24	0	20	33	19	0	4	11	
Pseudodiploria187111	0	0	1	8	0	0	5	3	2	4	1	11	4	2	1	2	1	7	4	1	0	0	0	0	0	7	2	0	1	0	0	1	1	0	0	2	10	1	0	1	2	1	6	19	1	0	1	6	
Pseudodiploria187112	0	0	1	1	0	0	1	1	2	1	1	5	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	1	1	0	0	1	7	0	0	0	0	1	1	1	2	0	0	3	1	0	0	1	
Pseudodiploria187113	1	0	0	4	0	2	0	5	5	1	1	6	0	0	0	0	2	0	3	0	0	0	0	0	0	1	12	0	1	2	0	1	0	0	1	0	3	0	0	1	3	0	1	5	3	0	0	0	
Pseudodiploria187114	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	
Pseudodiploria187115	0	0	0	1	0	0	3	3	1	7	4	11	6	0	0	0	1	1	11	0	0	1	1	4	4	2	3	0	1	0	1	0	3	1	9	1	8	1	0	6	2	5	8	15	9	0	0	1	
Pseudodiploria187116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
Pseudodiploria187117	6	4	8	14	0	4	3	8	10	19	2	26	7	5	15	4	4	18	3	5	1	2	2	2	0	9	25	3	9	1	6	11	2	4	13	15	9	14	1	17	11	2	34	49	55	5	1	21	
Pseudodiploria187118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187119	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187120	4	1	1	4	0	0	4	3	5	4	0	8	2	0	2	0	1	4	3	1	0	0	0	0	0	6	0	0	0	0	0	3	1	0	2	3	5	2	0	3	4	0	2	9	3	0	3	11	
Pseudodiploria187121	1	3	0	4	0	0	0	0	0	2	1	4	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	5	0	2	3	6	0	0	3	0	0	2	0	0	0	0	2	
Pseudodiploria187122	11	3	9	9	0	6	3	11	13	25	2	9	21	0	3	0	4	11	13	2	1	0	3	1	3	10	4	1	5	0	11	13	10	1	2	24	19	3	1	4	20	2	12	16	3	0	11	8	
Pseudodiploria187123	4	1	4	4	2	4	6	19	17	23	23	14	22	3	2	2	18	3	8	7	1	1	0	3	2	12	16	1	5	6	6	10	7	2	20	16	8	14	0	2	34	1	29	15	16	0	1	25	
Pseudodiploria187124	1	0	6	6	0	0	1	3	4	16	8	20	2	3	1	4	1	1	29	0	0	0	1	0	7	14	21	1	6	7	8	14	3	2	1	23	4	4	1	4	5	1	33	26	1	0	3	25	
Pseudodiploria187125	13	3	1	13	0	4	0	6	9	8	4	23	2	0	5	4	6	3	7	2	0	2	0	7	2	5	13	0	1	0	3	9	5	2	3	7	14	2	3	7	17	1	24	19	10	3	0	8	
Pseudodiploria187126	2	0	0	0	0	0	0	0	2	4	0	1	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	2	0	1	2	0	0	0	0	
Pseudodiploria187127	12	1	2	0	0	2	2	7	13	8	15	16	10	0	3	0	1	4	12	1	1	0	0	2	1	9	3	1	2	1	5	4	2	0	2	7	9	6	0	0	7	0	16	10	16	0	3	7	
Pseudodiploria187128	5	1	3	4	0	1	7	3	17	8	11	12	10	0	0	2	4	3	7	3	1	1	0	2	1	6	13	3	2	2	3	12	1	0	4	3	21	14	1	6	0	0	17	20	10	0	0	20	
Pseudodiploria187129	1	0	0	0	0	0	0	2	1	3	1	2	2	0	3	0	0	0	1	0	0	0	0	0	1	2	3	1	0	0	0	0	3	0	1	2	0	0	0	1	3	0	2	7	2	0	0	0	
Pseudodiploria187130	0	0	0	0	0	0	0	5	0	0	5	0	4	0	0	1	0	0	1	0	0	1	0	0	0	2	2	0	0	1	0	1	0	0	0	3	4	1	0	0	2	0	1	2	6	0	0	0	
Pseudodiploria187132	26	3	12	20	0	13	8	8	25	30	20	37	42	2	20	13	5	12	36	3	5	0	0	4	6	33	31	6	23	2	4	26	4	4	6	23	38	12	1	12	58	4	50	54	45	2	2	34	
Pseudodiploria187133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	
Pseudodiploria187134	24	11	15	30	9	9	10	32	53	53	41	75	60	5	19	14	21	32	44	8	3	4	0	17	9	36	67	16	23	9	20	18	13	11	25	37	34	19	2	19	63	6	72	103	33	1	2	22	
Pseudodiploria187135	7	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	4	0	0	3	7	3	0	0	0	
Pseudodiploria187136	0	0	0	0	0	0	0	0	2	0	0	7	1	0	0	0	0	0	0	0	3	0	0	0	0	1	2	8	4	0	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	
Pseudodiploria187137	9	0	1	1	0	3	1	6	13	15	5	11	14	5	0	0	1	0	3	1	0	0	0	0	1	6	11	9	6	2	6	3	9	1	3	2	14	5	0	1	5	1	5	8	20	0	3	0	
Pseudodiploria187139	1	0	2	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	5	0	0	1	1	6	0	0	0	0	0	0	1	0	0	0	0	
Pseudodiploria187140	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	5	1	0	0	0	0	0	1	3	0	0	5	0	0	0	0	0	0	1	10	0	0	0	1	0	0	0	4	1	0	0	
Pseudodiploria187141	5	0	0	0	0	2	2	1	6	3	1	2	14	0	4	3	0	0	7	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	3	0	1	0	4	0	2	3	0	0	1	0	
Pseudodiploria187142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	
Pseudodiploria187143	8	1	3	4	0	0	0	10	0	1	1	4	0	0	0	4	1	1	4	7	0	0	1	0	2	4	7	1	4	0	2	0	0	1	0	0	1	1	0	0	1	0	4	10	0	0	0	0	
Pseudodiploria187144	0	0	0	7	0	0	0	0	1	0	0	6	1	0	1	0	6	4	4	0	0	0	0	0	0	0	6	0	1	3	0	1	0	0	0	0	0	2	0	0	0	0	6	9	3	0	0	0	
Pseudodiploria187145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187146	4	2	5	3	0	1	0	1	0	15	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	3	2	2	0	0	0	4	0	0	2	0	6	0	0	1	2	0	5	3	0	0	1	1	
Pseudodiploria187147	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187148	165	21	63	119	6	27	16	160	156	302	194	330	128	30	33	32	90	66	184	22	6	10	3	41	34	167	184	43	93	16	82	129	51	38	161	198	263	83	14	124	239	40	373	446	175	5	31	167	
Pseudodiploria187149	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	
Pseudodiploria187150	29	10	13	14	2	4	7	11	28	53	29	46	13	2	13	7	13	36	37	3	1	8	1	11	7	25	36	14	11	21	17	9	10	8	20	46	45	11	3	13	36	6	53	75	57	6	5	21	
Pseudodiploria187151	45	11	24	45	0	13	14	48	68	84	46	52	34	8	37	6	46	24	58	7	11	5	2	11	14	60	48	17	43	31	25	27	47	15	43	58	72	44	4	33	34	14	109	111	73	0	10	26	
Pseudodiploria187152	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	4	1	0	0	0	0	
Pseudodiploria187153	4	0	0	0	0	0	0	6	7	0	0	7	2	0	1	0	0	1	3	1	0	0	0	1	0	1	0	1	1	0	3	0	0	0	2	5	2	0	0	1	4	0	2	10	7	0	0	0	
Pseudodiploria187154	12	3	3	15	0	2	6	15	13	23	31	20	21	4	4	2	12	21	21	3	1	0	2	8	2	27	31	5	14	12	13	11	8	3	6	29	19	8	0	33	19	0	46	51	20	0	5	21	
Pseudodiploria187156	16	4	13	9	0	1	4	8	12	13	2	18	11	3	9	0	0	7	12	1	2	5	2	1	1	9	11	3	6	9	5	10	4	1	8	18	18	5	0	3	8	0	15	20	26	0	2	8	
Pseudodiploria187158	3	0	0	6	0	2	4	9	5	16	4	7	6	1	3	3	0	1	12	0	0	2	0	3	1	2	9	6	1	2	0	0	0	1	5	7	8	8	0	0	8	0	9	11	6	1	1	10	
Pseudodiploria187159	5	0	0	0	0	0	1	2	0	3	0	3	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	1	0	2	2	1	0	1	0	
Pseudodiploria187160	13	0	6	10	0	0	0	11	11	4	10	19	8	0	5	1	3	11	8	1	0	0	0	2	1	18	10	1	4	3	2	1	2	6	7	12	11	4	1	4	8	1	37	20	14	1	1	5	
Pseudodiploria187161	3	0	0	1	0	0	0	1	2	2	1	9	1	0	2	0	2	0	1	0	3	0	0	1	0	5	4	1	4	0	1	1	0	1	1	4	15	4	0	0	1	0	12	12	8	0	1	0	
Pseudodiploria187162	5	1	3	5	0	6	1	11	17	14	6	28	7	0	3	2	4	1	5	1	0	0	1	1	1	9	13	3	5	3	7	10	0	1	7	12	21	4	1	1	12	1	16	27	30	0	2	9	
Pseudodiploria187163	14	0	3	6	0	0	2	11	18	17	18	10	7	5	11	1	3	21	8	3	4	1	0	3	1	12	12	2	6	1	0	6	0	0	2	10	9	2	0	10	20	0	10	21	15	0	4	2	
Pseudodiploria187164	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	
Pseudodiploria187165	0	0	0	0	0	0	0	0	0	1	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Pseudodiploria187166	37	15	19	41	0	8	25	31	78	89	35	123	29	15	39	5	29	26	73	7	3	1	7	12	16	80	92	11	18	1	25	22	19	7	43	56	67	28	2	24	60	6	95	176	68	6	11	55	
Pseudodiploria187167	51	6	22	61	0	10	13	22	39	64	46	86	51	4	19	8	28	42	30	13	6	3	1	28	13	44	79	8	23	8	18	34	6	6	40	61	69	15	3	46	111	3	97	210	68	4	5	52	
Pseudodiploria187168	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187169	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187171	0	0	1	3	0	0	0	2	4	8	1	2	0	0	1	0	0	1	5	1	0	0	0	0	0	3	1	0	1	0	1	1	0	0	1	0	4	1	0	0	0	0	2	4	3	0	0	0	
Pseudodiploria187172	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Pseudodiploria187173	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	2	0	0	0	
Pseudodiploria187174	4	2	2	2	0	0	2	5	5	8	8	11	1	0	0	3	2	3	8	4	1	1	0	2	3	10	7	0	4	1	6	3	3	0	5	8	13	2	1	3	10	0	20	21	3	0	3	4	
Pseudodiploria187175	6	1	4	12	0	9	13	25	11	38	6	20	45	0	14	3	1	10	16	2	2	3	1	7	1	21	7	10	8	3	14	9	1	3	13	10	20	16	4	27	1	1	26	32	12	0	2	16	
