delta.rank,pval,level,nseqs,term,name,p.adj,GO_category,Contrast
-443,0.00381286401873579,2,184,GO:0000165;GO:0023014,signal transduction by protein phosphorylation,0.0392526652615761,BP,Variable_vs_Initial
-1717,0.00373421369536655,3,12,GO:0000183,chromatin silencing at rDNA,0.0388195572541916,BP,Variable_vs_Initial
-1828,0.00202687871726608,4,12,GO:0000380,"alternative mRNA splicing, via spliceosome",0.0248076095993592,BP,Variable_vs_Initial
-602,0.00187594845714618,4,114,GO:0000578;GO:0007351;GO:0008595,embryonic axis specification,0.0233596364402898,BP,Variable_vs_Initial
-1610,4.50466982994705e-4,3,20,GO:0001539;GO:0060285,cilium or flagellum-dependent cell motility,0.00809124054109115,BP,Variable_vs_Initial
-454,2.39653993715502e-4,2,287,GO:0001558,regulation of cell growth,0.00498849804225204,BP,Variable_vs_Initial
-413,0.00158068303343004,2,255,GO:0001666;GO:0036293;GO:0070482,response to oxygen levels,0.0203922351700164,BP,Variable_vs_Initial
-793,0.00307969964574347,2,59,GO:0001678;GO:0071322;GO:0071326;GO:0071331;GO:0071333,cellular response to carbohydrate stimulus,0.0341209276031307,BP,Variable_vs_Initial
-504,0.00358883424939264,2,143,GO:0001819,positive regulation of cytokine production,0.0378670011538684,BP,Variable_vs_Initial
-1566,0.00165546438377319,2,17,GO:0001919,regulation of receptor recycling,0.0210254988697402,BP,Variable_vs_Initial
-357,9.53967910255845e-5,2,543,GO:0001934;GO:0042327;GO:0045937;GO:0010562,positive regulation of phosphate metabolic process,0.00262611401478959,BP,Variable_vs_Initial
-738,0.00334064810123303,2,67,GO:0001936;GO:0001938,regulation of endothelial cell proliferation,0.0358480740840697,BP,Variable_vs_Initial
-834,0.00242811187323455,2,56,GO:0002027,regulation of heart rate,0.0283263234417261,BP,Variable_vs_Initial
-1698,0.00195339616024482,2,14,GO:0002093;GO:0060088,auditory receptor cell morphogenesis,0.024166421610977,BP,Variable_vs_Initial
-476,5.81214619404336e-4,2,227,GO:0002119,nematode larval development,0.00975378341018945,BP,Variable_vs_Initial
-416,4.18431143542704e-4,2,317,GO:0002164,larval development,0.00767418583835157,BP,Variable_vs_Initial
-1610,0.00331663263814583,6,14,GO:0002230,positive regulation of defense response to virus by host,0.0357960142277189,BP,Variable_vs_Initial
-483,0.00156254745378023,3,185,GO:0002521,leukocyte differentiation,0.0202494837449166,BP,Variable_vs_Initial
-415,2.02260823164906e-4,2,354,GO:0002684,positive regulation of immune system process,0.00445348266187966,BP,Variable_vs_Initial
-458,0.00171123520828838,2,203,GO:0002694;GO:0050865;GO:0051249,regulation of cell activation,0.02159020985259,BP,Variable_vs_Initial
-568,1.39174645089361e-4,4,194,GO:0002697,regulation of immune effector process,0.00354307718698604,BP,Variable_vs_Initial
-2148,5.14926809292003e-4,2,11,GO:0003299;GO:0014887;GO:0014888;GO:0014898,striated muscle adaptation,0.00883084060965447,BP,Variable_vs_Initial
-1387,4.49453220043152e-4,2,27,GO:0003351,epithelial cilium movement,0.00809124054109115,BP,Variable_vs_Initial
1815,0.00217786278502648,2,12,GO:0006085,acetyl-CoA biosynthetic process,0.0263181393093495,BP,Variable_vs_Initial
904,0.00439714682563542,3,42,GO:0006099;GO:0006101;GO:0072350,tricarboxylic acid metabolic process,0.0432139130201899,BP,Variable_vs_Initial
-1123,0.0044848980097706,4,27,GO:0006110;GO:0030811,regulation of glycolytic process,0.0439136680341299,BP,Variable_vs_Initial
412,9.10831556472561e-6,3,526,GO:0006259,DNA metabolic process,3.98871286244568e-4,BP,Variable_vs_Initial
863,1.39738002241681e-5,6,108,GO:0006261,DNA-dependent DNA replication,5.75841206359963e-4,BP,Variable_vs_Initial
2699,0.00324717994967819,2,5,GO:0006272,leading strand elongation,0.0354282795271556,BP,Variable_vs_Initial
1313,0.00423397077492776,5,20,GO:0006277;GO:0007307,DNA amplification,0.0422788664818625,BP,Variable_vs_Initial
419,2.96148059038959e-4,5,328,GO:0006281,DNA repair,0.00589005584088596,BP,Variable_vs_Initial
538,0.00159070767091026,6,148,GO:0006302,double-strand break repair,0.0204754461549977,BP,Variable_vs_Initial
514,0.00228409861318696,2,151,GO:0006310,DNA recombination,0.0270316463973862,BP,Variable_vs_Initial
927,3.4978088499821e-4,4,63,GO:0006414,translational elongation,0.00667848303089916,BP,Variable_vs_Initial
-436,0.00505711608524661,3,178,GO:0006469;GO:0033673;GO:0051348,negative regulation of transferase activity,0.0482157197740664,BP,Variable_vs_Initial
1114,2.03703292146032e-4,4,47,GO:0006576;GO:0044106;GO:0009308,cellular biogenic amine metabolic process,0.00445348266187966,BP,Variable_vs_Initial
488,9.53639257054298e-4,2,198,GO:0006631,fatty acid metabolic process,0.0139704492695832,BP,Variable_vs_Initial
671,0.00381781418321597,4,79,GO:0006637;GO:0033875;GO:0034032;GO:0035383;GO:0033865,ribonucleoside bisphosphate metabolic process,0.0392526652615761,BP,Variable_vs_Initial
1891,0.0035617320829748,3,10,GO:0006646,phosphatidylethanolamine biosynthetic process,0.0378228082920868,BP,Variable_vs_Initial
901,2.28132435855365e-4,4,71,GO:0006665,sphingolipid metabolic process,0.00485777915457075,BP,Variable_vs_Initial
1038,0.00122466272733201,2,41,GO:0006672,ceramide metabolic process,0.0169032966317054,BP,Variable_vs_Initial
1847,0.00441718647282582,3,10,GO:0006684,sphingomyelin metabolic process,0.0433247330759354,BP,Variable_vs_Initial
728,0.0033336179528537,4,69,GO:0006720,isoprenoid metabolic process,0.0358480740840697,BP,Variable_vs_Initial
756,1.75798414514274e-4,5,105,GO:0006733;GO:0046496;GO:0019362;GO:0072524,oxidoreduction coenzyme metabolic process,0.00402236501607606,BP,Variable_vs_Initial
-845,9.38851341182838e-4,2,65,GO:0006813;GO:0071805,potassium ion transport,0.0138245256614275,BP,Variable_vs_Initial
-526,1.24317453868701e-4,4,231,GO:0006874;GO:0055074;GO:0072503;GO:0072507,divalent inorganic cation homeostasis,0.00323802408913129,BP,Variable_vs_Initial
-375,0.00190573510389191,3,301,GO:0006875;GO:0055065,metal ion homeostasis,0.0236278153140538,BP,Variable_vs_Initial
-303,0.00414380324700551,5,398,GO:0006897;GO:0098657,import into cell,0.0416415877172764,BP,Variable_vs_Initial
-595,0.00450728477183681,2,97,GO:0006898,receptor-mediated endocytosis,0.0439824994430686,BP,Variable_vs_Initial
-368,1.77400445151453e-4,2,467,GO:0006915;GO:0012501;GO:0008219,cell death,0.00403234027709334,BP,Variable_vs_Initial
-275,0.00396762973077958,3,496,GO:0006952,defense response,0.04036693267834,BP,Variable_vs_Initial
-718,0.00433351735978534,3,67,GO:0006970,response to osmotic stress,0.0427235584111023,BP,Variable_vs_Initial
-1139,0.00396405055208804,4,27,GO:0006972,hyperosmotic response,0.04036693267834,BP,Variable_vs_Initial
-969,0.00157247391772338,3,45,GO:0007009,plasma membrane organization,0.0203321232521885,BP,Variable_vs_Initial
-577,0.00167765028229026,2,127,GO:0007015,actin filament organization,0.0212601345507934,BP,Variable_vs_Initial
-985,2.67478595808764e-4,2,58,GO:0007028;GO:0007315,cytoplasm organization,0.00541384239149329,BP,Variable_vs_Initial
-1044,0.00131208039855834,4,40,GO:0007044,cell-substrate junction assembly,0.0177254634975051,BP,Variable_vs_Initial
-1004,4.91327543375077e-4,2,51,GO:0007097;GO:0051647,nucleus localization,0.00850248993490164,BP,Variable_vs_Initial
-422,0.0010489034924547,2,263,GO:0007155;GO:0022610,biological adhesion,0.015015301772853,BP,Variable_vs_Initial
-735,0.00125261198941418,5,82,GO:0007219,Notch signaling pathway,0.017164979606135,BP,Variable_vs_Initial
-244,0.0029985160274697,3,686,GO:0007281;GO:0007292;GO:0048477,germ cell development,0.0334805064431704,BP,Variable_vs_Initial
-716,7.7267848091811e-4,2,94,GO:0007308;GO:0007309,oocyte construction,0.0119943152810269,BP,Variable_vs_Initial
-843,0.0012596213096229,3,62,GO:0007314;GO:0008358,"maternal determination of anterior/posterior axis, embryo",0.0172198349916944,BP,Variable_vs_Initial
-490,0.00262620045115814,5,162,GO:0007368;GO:0009855;GO:0009799,specification of symmetry,0.0301460444573824,BP,Variable_vs_Initial
-1194,0.00439834345160103,3,24,GO:0007379,segment specification,0.0432139130201899,BP,Variable_vs_Initial
-621,0.0030593171420683,2,97,GO:0007391,dorsal closure,0.0340267351257616,BP,Variable_vs_Initial
-1673,0.00473004612410998,4,12,GO:0007392,initiation of dorsal closure,0.0459687125219617,BP,Variable_vs_Initial
-650,9.72214556374499e-4,5,110,GO:0007431;GO:0007435;GO:0035272,exocrine system development,0.0141341243119623,BP,Variable_vs_Initial
-439,0.00198538600337481,2,215,GO:0007517,muscle organ development,0.0245092479037304,BP,Variable_vs_Initial
-1089,3.82228815085709e-4,4,45,GO:0007602,phototransduction,0.00710846315847708,BP,Variable_vs_Initial
-630,2.75623464807309e-4,2,143,GO:0007613,memory,0.00555905354371925,BP,Variable_vs_Initial
