,AOI,Ft,Fm,fvfm,file,Tank,Puck,Colony,Date,Treatment_period,Treatment,CBASS_temp,Species
988,6,0.1588,0.2199,0.278,3,1,A113,SI-C,4/22/22,CBASS,NA,36,Acervicornis
989,1,0.2185,0.3729,0.414,30,6,A7,MB-B,4/22/22,CBASS,NA,30,Acervicornis
990,2,0.2287,0.4365,0.476,30,6,A3,BC-8b,4/22/22,CBASS,NA,30,Acervicornis
991,3,0.2028,0.4267,0.525,30,6,A11,SI-C,4/22/22,CBASS,NA,30,Acervicornis
992,4,0.2424,0.4404,0.45,30,6,A34,SI-C,4/22/22,CBASS,NA,30,Acervicornis
993,5,0.2312,0.4741,0.512,30,6,A118,BC-8b,4/22/22,CBASS,NA,30,Acervicornis
994,6,0.2326,0.458,0.492,30,6,A91,BC-8b,4/22/22,CBASS,NA,30,Acervicornis
995,1,0.1779,0.3563,0.501,31,6,A13,MB-B,4/22/22,CBASS,NA,30,Acervicornis
996,2,0.2317,0.3881,0.403,31,6,A52,BC-8b,4/22/22,CBASS,NA,30,Acervicornis
997,3,0.1843,0.3377,0.454,31,6,A140,MB-B,4/22/22,CBASS,NA,30,Acervicornis
998,4,0.1862,0.3226,0.423,31,6,A131,SI-C,4/22/22,CBASS,NA,30,Acervicornis
999,5,0.1457,0.2659,0.452,31,6,A116,MB-B,4/22/22,CBASS,NA,30,Acervicornis
1000,6,0.195,0.3436,0.432,31,6,A12,SI-C,4/22/22,CBASS,NA,30,Acervicornis
1001,1,0.1701,0.324,0.475,32,6,A94,MB-B,4/22/22,CBASS,NA,30,Acervicornis
1002,2,0.1579,0.35,0.549,32,6,A32,BC-8b,4/22/22,CBASS,NA,30,Acervicornis
1003,3,0.1838,0.3289,0.441,32,6,A130,BC-8b,4/22/22,CBASS,NA,30,Acervicornis
1004,1,0.173,0.3206,0.46,33,6,P36,C,4/22/22,CBASS,NA,30,Pclivosa
1005,2,0.1843,0.3441,0.464,33,6,P93,B,4/22/22,CBASS,NA,30,Pclivosa
1006,3,0.1628,0.3211,0.493,33,6,P147,C,4/22/22,CBASS,NA,30,Pclivosa
1007,4,0.1764,0.2791,0.368,33,6,P42,A,4/22/22,CBASS,NA,30,Pclivosa
1008,5,0.2014,0.3568,0.436,33,6,P40,C,4/22/22,CBASS,NA,30,Pclivosa
1009,6,0.1657,0.2928,0.434,33,6,P47,C,4/22/22,CBASS,NA,30,Pclivosa
1010,7,0.1241,0.2566,0.516,33,6,P24,B,4/22/22,CBASS,NA,30,Pclivosa
1011,8,0.1584,0.2957,0.464,33,6,P142,A,4/22/22,CBASS,NA,30,Pclivosa
1012,9,0.1481,0.2835,0.478,33,6,P122,B,4/22/22,CBASS,NA,30,Pclivosa
1013,1,0.1901,0.3196,0.405,34,6,P23,C,4/22/22,CBASS,NA,30,Pclivosa
1014,2,0.1608,0.2889,0.443,34,6,P90,B,4/22/22,CBASS,NA,30,Pclivosa
1015,3,0.1603,0.3099,0.483,34,6,P86,A,4/22/22,CBASS,NA,30,Pclivosa
1016,4,0.1642,0.3138,0.477,34,6,P64,C,4/22/22,CBASS,NA,30,Pclivosa
1017,5,0.1652,0.3353,0.507,34,6,P2,B,4/22/22,CBASS,NA,30,Pclivosa
1018,6,0.1574,0.3035,0.481,34,6,P65,B,4/22/22,CBASS,NA,30,Pclivosa
1019,7,0.1158,0.2131,0.456,34,6,P112,B,4/22/22,CBASS,NA,30,Pclivosa
1020,8,0.1369,0.26,0.474,34,6,P121,A,4/22/22,CBASS,NA,30,Pclivosa
1021,9,0.1481,0.2805,0.472,34,6,P97,A,4/22/22,CBASS,NA,30,Pclivosa
1022,1,0.1515,0.3289,0.539,35,6,P107,C,4/22/22,CBASS,NA,30,Pclivosa
1023,2,0.1344,0.282,0.523,35,6,P5,A,4/22/22,CBASS,NA,30,Pclivosa
1024,1,0.1769,0.3842,0.539,36,7,A24,MB-B,4/22/22,CBASS,NA,34,Acervicornis
1025,2,0.2405,0.4619,0.479,36,7,A108,BC-8b,4/22/22,CBASS,NA,34,Acervicornis
1026,3,0.1931,0.3451,0.441,36,7,A60,BC-8b,4/22/22,CBASS,NA,34,Acervicornis
1027,4,0.172,0.3543,0.514,36,7,A38,MB-B,4/22/22,CBASS,NA,34,Acervicornis
1028,5,0.1373,0.2693,0.49,36,7,A101,MB-B,4/22/22,CBASS,NA,34,Acervicornis
1029,6,0.1818,0.3441,0.472,36,7,A92,BC-8b,4/22/22,CBASS,NA,34,Acervicornis
1030,1,0.1706,0.3451,0.506,37,7,A141,SI-C,4/22/22,CBASS,NA,34,Acervicornis
1031,2,0.1735,0.3187,0.456,37,7,A90,MB-B,4/22/22,CBASS,NA,34,Acervicornis
1032,3,0.1745,0.3392,0.486,37,7,A4,MB-B,4/22/22,CBASS,NA,34,Acervicornis
1033,4,0.1955,0.3333,0.413,37,7,A78,SI-C,4/22/22,CBASS,NA,34,Acervicornis
1034,5,0.1549,0.2522,0.386,37,7,A112,MB-B,4/22/22,CBASS,NA,34,Acervicornis
1035,6,0.2019,0.3954,0.489,37,7,A68,BC-8b,4/22/22,CBASS,NA,34,Acervicornis
1036,1,0.1984,0.369,0.462,38,7,A87,SI-C,4/22/22,CBASS,NA,34,Acervicornis
1037,2,0.2214,0.4506,0.509,38,7,A72,BC-8b,4/22/22,CBASS,NA,34,Acervicornis
1038,3,0.1784,0.3729,0.522,38,7,A122,BC-8b,4/22/22,CBASS,NA,34,Acervicornis
1039,1,0.1457,0.2683,0.457,39,7,P30,A,4/22/22,CBASS,NA,34,Pclivosa
1040,2,0.1696,0.3324,0.49,39,7,P85,B,4/22/22,CBASS,NA,34,Pclivosa
1041,3,0.1466,0.3035,0.517,39,7,P10,A,4/22/22,CBASS,NA,34,Pclivosa
1042,4,0.1564,0.2923,0.465,39,7,P149,B,4/22/22,CBASS,NA,34,Pclivosa
1043,5,0.1393,0.2243,0.379,39,7,P130,A,4/22/22,CBASS,NA,34,Pclivosa
1044,6,0.1579,0.3172,0.502,39,7,P27,B,4/22/22,CBASS,NA,34,Pclivosa
1045,7,0.1149,0.24,0.521,39,7,P79,B,4/22/22,CBASS,NA,34,Pclivosa
1046,8,0.1413,0.2634,0.464,39,7,P135,C,4/22/22,CBASS,NA,34,Pclivosa
1047,9,0.1056,0.2239,0.528,39,7,P83,A,4/22/22,CBASS,NA,34,Pclivosa
1048,1,0.2229,0.2849,0.218,4,1,P94,C,4/22/22,CBASS,NA,36,Pclivosa
1049,2,0.2146,0.2874,0.253,4,1,P28,C,4/22/22,CBASS,NA,36,Pclivosa
1050,3,0.1755,0.2336,0.249,4,1,P123,C,4/22/22,CBASS,NA,36,Pclivosa
1051,4,0.2053,0.2859,0.282,4,1,P106,C,4/22/22,CBASS,NA,36,Pclivosa
1052,5,0.1613,0.2449,0.341,4,1,P32,NA,4/22/22,CBASS,NA,36,Pclivosa
1053,6,0.2009,0.2972,0.324,4,1,P84,B,4/22/22,CBASS,NA,36,Pclivosa
1054,1,0.153,0.2742,0.442,40,7,P76,C,4/22/22,CBASS,NA,34,Pclivosa
1055,2,0.1598,0.2722,0.413,40,7,P33,A,4/22/22,CBASS,NA,34,Pclivosa
1056,3,0.1867,0.3485,0.464,40,7,P145,C,4/22/22,CBASS,NA,34,Pclivosa
1057,4,0.1457,0.2219,0.344,40,7,P77,A,4/22/22,CBASS,NA,34,Pclivosa
1058,5,0.1491,0.2717,0.451,40,7,P146,B,4/22/22,CBASS,NA,34,Pclivosa
1059,6,0.1691,0.2981,0.433,40,7,P74,C,4/22/22,CBASS,NA,34,Pclivosa
1060,7,0.1701,0.2918,0.417,40,7,P81,C,4/22/22,CBASS,NA,34,Pclivosa
1061,8,0.1149,0.1911,0.399,40,7,P87,A,4/22/22,CBASS,NA,34,Pclivosa
1062,9,0.1794,0.3045,0.411,40,7,P52,B,4/22/22,CBASS,NA,34,Pclivosa
1063,10,0.1676,0.2898,0.422,40,7,P95,C,4/22/22,CBASS,NA,34,Pclivosa
1064,1,0.1769,0.3162,0.44,41,8,A93,SI-C,4/22/22,CBASS,NA,28,Acervicornis
1065,2,0.2273,0.411,0.447,41,8,A6,MB-B,4/22/22,CBASS,NA,28,Acervicornis
1066,3,0.1564,0.3196,0.511,41,8,A27,BC-8b,4/22/22,CBASS,NA,28,Acervicornis
1067,4,0.1686,0.3539,0.523,41,8,A55,MB-B,4/22/22,CBASS,NA,28,Acervicornis
1068,5,0.1598,0.2942,0.457,41,8,A133,MB-B,4/22/22,CBASS,NA,28,Acervicornis
1069,6,0.1779,0.2918,0.39,41,8,A120,SI-C,4/22/22,CBASS,NA,28,Acervicornis
1070,1,0.2009,0.3368,0.403,42,8,A125,BC-8b,4/22/22,CBASS,NA,28,Acervicornis
1071,2,0.173,0.3441,0.497,42,8,A139,SI-C,4/22/22,CBASS,NA,28,Acervicornis
1072,3,0.1457,0.3377,0.569,42,8,A111,MB-B,4/22/22,CBASS,NA,28,Acervicornis
1073,4,0.1691,0.3563,0.525,42,8,A96,SI-C,4/22/22,CBASS,NA,28,Acervicornis
1074,5,0.1285,0.263,0.511,42,8,A134,BC-8b,4/22/22,CBASS,NA,28,Acervicornis
1075,6,0.1862,0.3245,0.426,42,8,A62,SI-C,4/22/22,CBASS,NA,28,Acervicornis
1076,1,0.2209,0.4052,0.455,43,8,A43,BC-8b,4/22/22,CBASS,NA,28,Acervicornis
1077,2,0.2009,0.3514,0.428,43,8,A128,BC-8b,4/22/22,CBASS,NA,28,Acervicornis
1078,3,0.2087,0.3597,0.42,43,8,A115,BC-8b,4/22/22,CBASS,NA,28,Acervicornis
1079,4,0.1676,0.3368,0.502,43,8,A63,BC-8b,4/22/22,CBASS,NA,28,Acervicornis
1080,5,0.1632,0.3069,0.468,43,8,A121,MB-B,4/22/22,CBASS,NA,28,Acervicornis
1081,1,0.2004,0.3148,0.363,44,8,P18,C,4/22/22,CBASS,NA,28,Pclivosa
1082,2,0.1921,0.3157,0.392,44,8,P13,A,4/22/22,CBASS,NA,28,Pclivosa
1083,3,0.1701,0.3255,0.477,44,8,P34,A,4/22/22,CBASS,NA,28,Pclivosa
1084,4,0.1657,0.2708,0.388,44,8,P119,A,4/22/22,CBASS,NA,28,Pclivosa
1085,5,0.1769,0.346,0.489,44,8,P80,C,4/22/22,CBASS,NA,28,Pclivosa
1086,6,0.1422,0.2727,0.478,44,8,P21,A,4/22/22,CBASS,NA,28,Pclivosa
1087,7,0.1334,0.2405,0.445,44,8,P105,B,4/22/22,CBASS,NA,28,Pclivosa
1088,8,0.1515,0.2747,0.448,44,8,P7,A,4/22/22,CBASS,NA,28,Pclivosa
1089,9,0.1652,0.3284,0.497,44,8,P51,C,4/22/22,CBASS,NA,28,Pclivosa
1090,1,0.1623,0.2561,0.366,45,8,P125,A,4/22/22,CBASS,NA,28,Pclivosa
1091,2,0.1549,0.2688,0.424,45,8,P109,B,4/22/22,CBASS,NA,28,Pclivosa
1092,3,0.1618,0.3128,0.483,45,8,P55,B,4/22/22,CBASS,NA,28,Pclivosa
1093,4,0.1593,0.282,0.435,45,8,P82,C,4/22/22,CBASS,NA,28,Pclivosa
1094,5,0.1505,0.2908,0.482,45,8,P114,B,4/22/22,CBASS,NA,28,Pclivosa
1095,6,0.1496,0.2918,0.487,45,8,P9,B,4/22/22,CBASS,NA,28,Pclivosa
1096,7,0.1466,0.2747,0.466,45,8,P15,C,4/22/22,CBASS,NA,28,Pclivosa
1097,8,0.1642,0.2903,0.434,45,8,P91,C,4/22/22,CBASS,NA,28,Pclivosa
1098,1,0.2195,0.3084,0.288,5,1,P143,B,4/22/22,CBASS,NA,36,Pclivosa
1099,2,0.1813,0.2458,0.262,5,1,P141,A,4/22/22,CBASS,NA,36,Pclivosa
1100,3,0.1662,0.2214,0.249,5,1,P19,NA,4/22/22,CBASS,NA,36,Pclivosa
1101,4,0.1672,0.2302,0.274,5,1,P126,NA,4/22/22,CBASS,NA,36,Pclivosa
1102,5,0.1794,0.2361,0.24,5,1,P6,B,4/22/22,CBASS,NA,36,Pclivosa
1103,6,0.195,0.303,0.356,5,1,P66,B,4/22/22,CBASS,NA,36,Pclivosa
1104,1,0.1515,0.2087,0.274,6,1,P54,A,4/22/22,CBASS,NA,36,Pclivosa
1105,2,0.2317,0.3412,0.321,6,1,P56,B,4/22/22,CBASS,NA,36,Pclivosa
1106,3,0.2146,0.3231,0.336,6,1,P99,B,4/22/22,CBASS,NA,36,Pclivosa
1107,4,0.1911,0.2478,0.229,6,1,P131,C,4/22/22,CBASS,NA,36,Pclivosa
1108,5,0.1711,0.2141,0.201,6,1,P128,A,4/22/22,CBASS,NA,36,Pclivosa
1109,6,0.1276,0.1818,0.298,6,1,P111,NA,4/22/22,CBASS,NA,36,Pclivosa
1110,7,0.2102,0.2703,0.222,6,1,P63,C,4/22/22,CBASS,NA,36,Pclivosa
1111,1,0.0391,0.0455,0.14,7,2,A42,MB-B,4/22/22,CBASS,NA,37,Acervicornis
1112,2,0.0865,0.0953,0.092,7,2,A33,MB-B,4/22/22,CBASS,NA,37,Acervicornis
1113,3,0.0484,0.0538,0.1,7,2,A117,SI-C,4/22/22,CBASS,NA,37,Acervicornis
1114,4,0.0459,0.0523,0.121,7,2,A89,BC-8b,4/22/22,CBASS,NA,37,Acervicornis
1115,5,0.0327,0.0367,0,7,2,A45,BC-8b,4/22/22,CBASS,NA,37,Acervicornis
1116,6,0.11,0.1222,0.1,7,2,A138,BC-8b,4/22/22,CBASS,NA,37,Acervicornis
1117,1,0.0391,0.043,0,8,2,A86,SI-C,4/22/22,CBASS,NA,37,Acervicornis
1118,2,0.0552,0.0616,0.103,8,2,A148,BC-8b,4/22/22,CBASS,NA,37,Acervicornis
1119,3,0.0479,0.0552,0.133,8,2,A54,MB-B,4/22/22,CBASS,NA,37,Acervicornis
1120,4,0.1818,0.2033,0.106,8,2,A58,BC-8b,4/22/22,CBASS,NA,37,Acervicornis
1121,5,0.0552,0.0626,0.117,8,2,A48,SI-C,4/22/22,CBASS,NA,37,Acervicornis
1122,6,0.0816,0.0934,0.126,8,2,A103,MB-B,4/22/22,CBASS,NA,37,Acervicornis
1123,1,0.0621,0.0748,0.17,9,2,A36,MB-B,4/22/22,CBASS,NA,37,Acervicornis
1124,2,0.0484,0.0577,0.161,9,2,A8,SI-C,4/22/22,CBASS,NA,37,Acervicornis
1125,3,0.0787,0.088,0.106,9,2,A19,BC-8b,4/22/22,CBASS,NA,37,Acervicornis
1126,4,0.0386,0.0523,0.262,9,2,A14,SI-C,4/22/22,CBASS,NA,37,Acervicornis
1127,5,0.0244,0.0288,0.153,9,2,A143,MB-B,4/22/22,CBASS,NA,37,Acervicornis
1128,1,0.1877,0.3152,0.405,1,3,A29,SI-C,5/25/22,NA,NA,NA,Acervicornis
1129,2,0.2214,0.4018,0.449,1,3,A57,MB-B,5/25/22,NA,NA,NA,Acervicornis
1130,3,0.1755,0.2996,0.414,1,3,A100,MB-B,5/25/22,NA,NA,NA,Acervicornis
1131,4,0.1486,0.2532,0.413,1,3,A22,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1132,5,0.2009,0.3016,0.334,1,3,A20,SI-C,5/25/22,NA,NA,NA,Acervicornis
1133,6,0.1818,0.2937,0.381,1,3,A40,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1134,1,0.1613,0.219,0.263,10,4,P98,A,5/25/22,NA,NA,NA,Pclivosa
1135,2,0.2146,0.3123,0.313,10,4,P22,C,5/25/22,NA,NA,NA,Pclivosa
1136,3,0.1588,0.2449,0.351,10,4,P134,C,5/25/22,NA,NA,NA,Pclivosa
1137,4,0.1486,0.2522,0.411,10,4,P133,B,5/25/22,NA,NA,NA,Pclivosa
1138,5,0.1559,0.2639,0.409,10,4,P129,B,5/25/22,NA,NA,NA,Pclivosa
1139,6,0.1515,0.2542,0.404,10,4,P49,B,5/25/22,NA,NA,NA,Pclivosa
1140,7,0.1574,0.2346,0.329,10,4,P104,C,5/25/22,NA,NA,NA,Pclivosa
1141,8,0.1813,0.2561,0.292,10,4,P150,A,5/25/22,NA,NA,NA,Pclivosa
1142,9,0.1857,0.2713,0.315,10,4,P46,C,5/25/22,NA,NA,NA,Pclivosa
1143,1,0.1593,0.2473,0.356,11,4,P3,C,5/25/22,NA,NA,NA,Pclivosa
1144,2,0.1564,0.2375,0.342,11,4,P69,A,5/25/22,NA,NA,NA,Pclivosa
1145,3,0.1515,0.2307,0.343,11,4,P50,A,5/25/22,NA,NA,NA,Pclivosa
1146,4,0.1398,0.2312,0.395,11,4,P88,B,5/25/22,NA,NA,NA,Pclivosa
1147,5,0.1437,0.2395,0.4,11,4,P96,B,5/25/22,NA,NA,NA,Pclivosa
1148,6,0.1461,0.2566,0.43,11,4,P108,B,5/25/22,NA,NA,NA,Pclivosa
1149,7,0.1276,0.1979,0.356,11,4,P68,C,5/25/22,NA,NA,NA,Pclivosa
1150,8,0.1393,0.2424,0.425,11,4,P43,B,5/25/22,NA,NA,NA,Pclivosa
1151,9,0.1486,0.237,0.373,11,4,P26,A,5/25/22,NA,NA,NA,Pclivosa
1152,1,0.1681,0.2326,0.277,12,4,P8,A,5/25/22,NA,NA,NA,Pclivosa
1153,2,0.1574,0.2605,0.396,12,4,P20,B,5/25/22,NA,NA,NA,Pclivosa
1154,3,0.194,0.2688,0.278,12,4,P136,C,5/25/22,NA,NA,NA,Pclivosa
1155,4,0.1535,0.2278,0.326,12,4,P103,C,5/25/22,NA,NA,NA,Pclivosa
1156,1,0.2278,0.3812,0.403,13,6,A118,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1157,2,0.1823,0.2957,0.383,13,6,A140,MB-B,5/25/22,NA,NA,NA,Acervicornis
1158,3,0.2043,0.3397,0.399,13,6,A11,SI-C,5/25/22,NA,NA,NA,Acervicornis
1159,4,0.1764,0.2757,0.36,13,6,A130,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1160,5,0.2023,0.3094,0.346,13,6,A13,MB-B,5/25/22,NA,NA,NA,Acervicornis
1161,6,0.2336,0.3622,0.355,13,6,A52,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1162,1,0.2292,0.3563,0.357,14,6,A12,SI-C,5/25/22,NA,NA,NA,Acervicornis
1163,2,0.1984,0.3045,0.348,14,6,A32,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1164,3,0.1965,0.3265,0.398,14,6,A116,MB-B,5/25/22,NA,NA,NA,Acervicornis
1165,4,0.2199,0.3431,0.359,14,6,A131,SI-C,5/25/22,NA,NA,NA,Acervicornis
1166,5,0.1862,0.3045,0.388,14,6,A7,MB-B,5/25/22,NA,NA,NA,Acervicornis
1167,1,0.2146,0.3402,0.369,15,6,A91,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1168,2,0.2146,0.3607,0.405,15,6,A3,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1169,3,0.219,0.3543,0.382,15,6,A34,SI-C,5/25/22,NA,NA,NA,Acervicornis
1170,4,0.1882,0.3011,0.375,15,6,A94,MB-B,5/25/22,NA,NA,NA,Acervicornis
1171,1,0.1544,0.2214,0.302,16,6,P47,C,5/25/22,NA,NA,NA,Pclivosa
1172,2,0.1852,0.3001,0.383,16,6,P112,B,5/25/22,NA,NA,NA,Pclivosa
1173,3,0.1896,0.2903,0.347,16,6,P40,C,5/25/22,NA,NA,NA,Pclivosa
1174,4,0.1588,0.2649,0.4,16,6,P65,B,5/25/22,NA,NA,NA,Pclivosa
1175,5,0.1486,0.2566,0.421,16,6,P24,B,5/25/22,NA,NA,NA,Pclivosa
1176,6,0.1696,0.2698,0.371,16,6,P107,C,5/25/22,NA,NA,NA,Pclivosa
1177,7,0.1339,0.2107,0.364,16,6,P97,NA,5/25/22,NA,NA,NA,Pclivosa
1178,8,0.1662,0.281,0.409,16,6,P122,B,5/25/22,NA,NA,NA,Pclivosa
1179,9,0.173,0.283,0.389,16,6,P64,C,5/25/22,NA,NA,NA,Pclivosa
1180,1,0.1295,0.1877,0.31,17,6,P121,A,5/25/22,NA,NA,NA,Pclivosa
1181,2,0.1823,0.3133,0.418,17,6,P2,B,5/25/22,NA,NA,NA,Pclivosa
1182,3,0.1593,0.26,0.387,17,6,P142,A,5/25/22,NA,NA,NA,Pclivosa
1183,4,0.1535,0.2356,0.349,17,6,P5,A,5/25/22,NA,NA,NA,Pclivosa
1184,5,0.1584,0.2634,0.399,17,6,P93,B,5/25/22,NA,NA,NA,Pclivosa
1185,6,0.1711,0.2678,0.361,17,6,P36,C,5/25/22,NA,NA,NA,Pclivosa
1186,7,0.1574,0.2283,0.31,17,6,P23,C,5/25/22,NA,NA,NA,Pclivosa
1187,8,0.1437,0.216,0.335,17,6,P86,A,5/25/22,NA,NA,NA,Pclivosa
1188,9,0.153,0.2512,0.391,17,6,P90,B,5/25/22,NA,NA,NA,Pclivosa
1189,1,0.1427,0.2038,0.3,18,6,P42,A,5/25/22,NA,NA,NA,Pclivosa
1190,2,0.1628,0.2595,0.373,18,6,P147,C,5/25/22,NA,NA,NA,Pclivosa
1191,1,0.1887,0.3001,0.371,19,7,A24,MB-B,5/25/22,NA,NA,NA,Acervicornis
1192,2,0.2004,0.3162,0.366,19,7,A4,MB-B,5/25/22,NA,NA,NA,Acervicornis
1193,3,0.2258,0.3412,0.338,19,7,A92,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1194,4,0.2224,0.3514,0.367,19,7,A72,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1195,5,0.2077,0.3289,0.368,19,7,A38,MB-B,5/25/22,NA,NA,NA,Acervicornis
1196,6,0.219,0.3392,0.354,19,7,A108,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1197,1,0.1901,0.3299,0.424,2,3,A124,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1198,2,0.2067,0.3759,0.45,2,3,A80,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1199,3,0.1867,0.3148,0.407,2,3,A129,MB-B,5/25/22,NA,NA,NA,Acervicornis
1200,4,0.1931,0.3148,0.387,2,3,A99,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1201,5,0.1901,0.3333,0.43,2,3,A39,MB-B,5/25/22,NA,NA,NA,Acervicornis
1202,6,0.1789,0.2859,0.374,2,3,A65,MB-B,5/25/22,NA,NA,NA,Acervicornis
1203,1,0.173,0.2625,0.341,20,7,A90,MB-B,5/25/22,NA,NA,NA,Acervicornis
1204,2,0.2033,0.3245,0.373,20,7,A101,MB-B,5/25/22,NA,NA,NA,Acervicornis
1205,3,0.1999,0.3001,0.334,20,7,A78,SI-C,5/25/22,NA,NA,NA,Acervicornis
1206,4,0.1979,0.3079,0.357,20,7,A122,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1207,5,0.2204,0.348,0.367,20,7,A68,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1208,6,0.1872,0.2933,0.362,20,7,A112,MB-B,5/25/22,NA,NA,NA,Acervicornis
1209,1,0.2107,0.3265,0.355,21,7,A60,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1210,2,0.1935,0.3025,0.36,21,7,A141,SI-C,5/25/22,NA,NA,NA,Acervicornis
1211,3,0.1828,0.2747,0.335,21,7,A87,SI-C,5/25/22,NA,NA,NA,Acervicornis
1212,1,0.1276,0.1647,0.226,22,7,P130,A,5/25/22,NA,NA,NA,Pclivosa
1213,2,0.1628,0.2615,0.378,22,7,P79,B,5/25/22,NA,NA,NA,Pclivosa
1214,3,0.174,0.2625,0.337,22,7,P81,C,5/25/22,NA,NA,NA,Pclivosa
1215,4,0.1447,0.2268,0.362,22,7,P149,B,5/25/22,NA,NA,NA,Pclivosa
1216,5,0.1544,0.2488,0.379,22,7,P85,B,5/25/22,NA,NA,NA,Pclivosa
1217,6,0.1588,0.2468,0.356,22,7,P95,C,5/25/22,NA,NA,NA,Pclivosa
1218,7,0.1476,0.2136,0.309,22,7,P74,C,5/25/22,NA,NA,NA,Pclivosa
1219,8,0.1774,0.2805,0.368,22,7,P145,C,5/25/22,NA,NA,NA,Pclivosa
1220,9,0.1417,0.2331,0.392,22,7,P27,B,5/25/22,NA,NA,NA,Pclivosa
1221,1,0.1476,0.194,0.239,23,7,P140,C,5/25/22,NA,NA,NA,Pclivosa
1222,2,0.1882,0.2595,0.275,23,7,P135,C,5/25/22,NA,NA,NA,Pclivosa
1223,3,0.1637,0.2322,0.295,23,7,P17,C,5/25/22,NA,NA,NA,Pclivosa
1224,4,0.1515,0.2273,0.333,23,7,P120,B,5/25/22,NA,NA,NA,Pclivosa
1225,5,0.1584,0.2239,0.293,23,7,P10,A,5/25/22,NA,NA,NA,Pclivosa
1226,6,0.1652,0.2483,0.335,23,7,P52,B,5/25/22,NA,NA,NA,Pclivosa
1227,7,0.129,0.1848,0.302,23,7,P76,C,5/25/22,NA,NA,NA,Pclivosa
1228,8,0.1584,0.2405,0.341,23,7,P146,B,5/25/22,NA,NA,NA,Pclivosa
1229,9,0.1755,0.2322,0.244,23,7,P87,A,5/25/22,NA,NA,NA,Pclivosa
1230,1,0.1569,0.2151,0.27,24,7,P77,A,5/25/22,NA,NA,NA,Pclivosa
1231,1,0.1848,0.3094,0.403,25,8,A27,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1232,2,0.2141,0.3514,0.391,25,8,A6,MB-B,5/25/22,NA,NA,NA,Acervicornis
1233,3,0.2385,0.4037,0.409,25,8,A125,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1234,4,0.2048,0.3255,0.371,25,8,A133,MB-B,5/25/22,NA,NA,NA,Acervicornis
1235,5,0.2302,0.3656,0.37,25,8,A115,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1236,6,0.1931,0.304,0.365,25,8,A139,SI-C,5/25/22,NA,NA,NA,Acervicornis
1237,1,0.1598,0.2805,0.43,26,8,A111,MB-B,5/25/22,NA,NA,NA,Acervicornis
1238,2,0.1789,0.2791,0.359,26,8,A128,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1239,3,0.175,0.2981,0.413,26,8,A121,MB-B,5/25/22,NA,NA,NA,Acervicornis
1240,4,0.1848,0.2776,0.335,26,8,A93,SI-C,5/25/22,NA,NA,NA,Acervicornis
1241,5,0.2498,0.4262,0.414,26,8,A43,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1242,6,0.1891,0.3412,0.446,26,8,A63,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1243,1,0.1906,0.3387,0.437,27,8,A134,BC-8b,5/25/22,NA,NA,NA,Acervicornis
1244,2,0.1901,0.3118,0.39,27,8,A120,SI-C,5/25/22,NA,NA,NA,Acervicornis
1245,3,0.1882,0.3294,0.429,27,8,A96,SI-C,5/25/22,NA,NA,NA,Acervicornis
1246,4,0.1872,0.3152,0.406,27,8,A55,MB-B,5/25/22,NA,NA,NA,Acervicornis
1247,5,0.1838,0.3021,0.392,27,8,A62,SI-C,5/25/22,NA,NA,NA,Acervicornis
1248,1,0.1305,0.2199,0.407,28,8,P9,B,5/25/22,NA,NA,NA,Pclivosa
1249,2,0.1598,0.2512,0.364,28,8,P7,A,5/25/22,NA,NA,NA,Pclivosa
1250,3,0.1755,0.2801,0.373,28,8,P91,C,5/25/22,NA,NA,NA,Pclivosa
1251,4,0.1354,0.1965,0.311,28,8,P125,A,5/25/22,NA,NA,NA,Pclivosa
1252,5,0.1525,0.2326,0.345,28,8,P13,A,5/25/22,NA,NA,NA,Pclivosa
1253,6,0.1476,0.2434,0.394,28,8,P105,B,5/25/22,NA,NA,NA,Pclivosa
1254,7,0.1227,0.1984,0.382,28,8,P80,C,5/25/22,NA,NA,NA,Pclivosa
1255,8,0.1848,0.2737,0.325,28,8,P18,C,5/25/22,NA,NA,NA,Pclivosa
