gene,annot,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Pseudodiploria186945,NA,5.851818449957784,1.7483650769574284,0.4242658831661222,4.120918382383465,3.773651047365209e-5,0.0138854634997009
Pseudodiploria187536,NA,13.62403404478685,-1.250232740567537,0.27373752433074405,-4.567268384647697,4.941211834554258e-6,0.0034908673368758926
Pseudodiploria187903,NA,28.6087863919242,-1.193827792346567,0.24782813248216617,-4.817160103615256,1.4561584614883049e-6,0.0018370479104861744
Pseudodiploria188255,NA,4.573650316259966,1.6856339192217542,0.40759401533352524,4.135570827364668,3.540733836793731e-5,0.01330562575009593
Pseudodiploria188626,NA,2.133469748772749,2.4064952300149853,0.49803615666381784,4.831968919958169,1.3518936335908828e-6,0.001836703488960167
Pseudodiploria188951,NA,4.497607765211104,1.531968382659034,0.40792026039919793,3.755558454389647,1.7295538614951089e-4,0.03356854978211716
Pseudodiploria189075,NA,4.371316994594852,1.6415150275346453,0.4536532110513856,3.6184358173730855,2.96388981785605e-4,0.04535604817761695
Pseudodiploria189114,Lim homeobox,107.2373472387612,1.0922633413883784,0.23513532458760195,4.645254145901183,3.396580541008102e-6,0.003135915246717771
Pseudodiploria190079,protein delipidation,2.9288297108026273,2.1917165859286216,0.5488156480209089,3.9935388027513405,6.509442022739503e-5,0.018543510484778244
Pseudodiploria190386,Green fluorescent protein,531.7509246632435,-1.2139305602838903,0.2566514659889606,-4.729879705172248,2.246529122694261e-6,0.002645213157668402
Pseudodiploria191823,NA,62.0581884008907,-1.5783977962639777,0.2113494998529905,-7.4681879889087615,8.130663395322893e-14,6.812725888877523e-10
Pseudodiploria191893,NA,3.14267901826577,1.3730909348312308,0.37075421626583616,3.7035072686717734,2.1263908579333273e-4,0.0371844706265529
Pseudodiploria192334,Green fluorescent protein,10.638616360375261,-2.2744123318978873,0.5420909622072279,-4.195628576128956,2.721158644678521e-5,0.010680245329402675
Pseudodiploria192650,Berberine and berberine like,34.23889850082626,1.2837009665471832,0.31720525669678473,4.046909499278153,5.1898294723292073e-5,0.016368351453621154
Pseudodiploria192703,NA,5.275650012515656,1.2993837546222056,0.33850135310877444,3.8386368110164097,1.237192729098781e-4,0.02753772249518002
Pseudodiploria192713,NA,23.977019706484587,1.3663990446623917,0.3074333241165403,4.444537847642125,8.808100184988915e-6,0.0051856221822424746
Pseudodiploria193911,Transmembrane amino acid transporter protein,4.5807178075499815,1.1693390286610859,0.32459071542847723,3.6025030078802325,3.1516775236945107e-4,0.046844628272289524
Pseudodiploria194293,NA,17.647911049129412,-1.391350873684619,0.32415688954571664,-4.292214413935488,1.7689999981823468e-5,0.008222125781025423
Pseudodiploria195306,"ATPase activity, coupled to transmembrane movement of substances",2.280355085085113,1.9280141530656236,0.5188542576932769,3.715906970942461,2.0247607550635994e-4,0.0371844706265529
Pseudodiploria196595,FAM124 family,9.510583802686769,-1.1871935148176425,0.3135645047533965,-3.786122143357117,1.53016482846071e-4,0.03106410482790007
Pseudodiploria196661,NA,27.605230711301232,1.511036783064556,0.24076431650541957,6.275999720376099,3.473948055376511e-10,1.5339217638514984e-6
Pseudodiploria197459,-,16.725743662721687,1.0715138528147785,0.2724451493416607,3.932952579276951,8.390879576765918e-5,0.02211936046042383
Pseudodiploria197613,NA,3.8707712841074193,1.9063326901115172,0.4542018857594197,4.19710430511347,2.703494408122566e-5,0.010680245329402675
Pseudodiploria198508,NA,8.373980488849343,1.00697253091071,0.2642464988098393,3.8107317805386,1.3855603517923617e-4,0.0298436182114106
Pseudodiploria198730,NA,11.89522099640254,2.2733769103714256,0.626942632661877,3.626132267826655,2.876980318919476e-4,0.044573005607680516
Pseudodiploria199715,NA,18.518276893894395,1.1475357630002099,0.21544190056137988,5.326427960438802,1.001629792693506e-7,2.948464233092117e-4
Pseudodiploria200175,cytochrome P450,17.427261805462063,1.5115339934188652,0.33650038099795654,4.491923572080723,7.058275482355337e-6,0.004452259341762856
Pseudodiploria200760,NA,167.54777602833997,1.4399737599023863,0.19402484174148749,7.421594817332522,1.1571836522835789e-13,6.812725888877523e-10
Pseudodiploria200923,NA,1.7266664489455625,2.042393078176008,0.5109646603975516,3.9971317714750407,6.411461478017568e-5,0.018543510484778244
Pseudodiploria201099,Major Facilitator Superfamily,4.223038380653625,1.290630207902189,0.3600907201344783,3.584180695965157,3.3813794165247254e-4,0.04840957962280665
Pseudodiploria202340,adenylate cyclase-activating adrenergic receptor signaling pathway involved in positive regulation of heart rate,67.58232753346383,-1.2328624108167767,0.237309358462907,-5.195169793564973,2.045330757087517e-7,4.3785801286956474e-4
Pseudodiploria203508,Belongs to the STXBP unc-18 SEC1 family,5.239762098377717,1.106196979524826,0.310021050501934,3.56813505964791,3.5953117635581245e-4,0.04910727860324117
Pseudodiploria203722,MCM3 minichromosome maintenance deficient 3 (S. cerevisiae) associated protein,4.134025092872736,-1.736166027960796,0.47443892433114043,-3.659408912134321,2.527976791078576e-4,0.04252297722288553
Pseudodiploria204044,NA,3.726702274462781,1.5258334888334855,0.4238008131616331,3.6003552646595534,3.177826839718247e-4,0.046844628272289524
Pseudodiploria204150,regulation of mitotic cell cycle,1932.4586888915887,1.0864770148864198,0.29932333704940417,3.629777168718033,2.8366599324991336e-4,0.044573005607680516
Pseudodiploria204446,Reverse transcriptase (RNA-dependent DNA polymerase),7.716062564299362,1.0650258717937364,0.2728552714370933,3.903262950297362,9.490449828662141e-5,0.023945760696261535
Pseudodiploria205001,NA,2.9972404480863375,2.7729742226921847,0.7156896745592501,3.8745483150918605,1.0682264891166446e-4,0.025259865691558973
Pseudodiploria205513,ranBP-type and C3HC4-type zinc finger-containing protein,33.17638370346366,2.0021767953907394,0.5400625200028079,3.707305582657967,2.0947611892498057e-4,0.0371844706265529
Pseudodiploria267186,NA,2.7130100454756807,3.360359093169518,0.8855666731814859,3.794586217994288,1.4788988571493185e-4,0.030706563065503827
Pseudodiploria6026,NA,63.75006341423167,1.219970537124987,0.31065913942541945,3.9270389385014943,8.599806283718214e-5,0.022327845758899387
Pseudodiploria63717,NA,5.778683954895335,-1.7467539236385135,0.39844057203792677,-4.383976046174944,1.165325925662458e-5,0.0058805675711572376
Pseudodiploria93819,NA,52.51720244544375,-1.11235638024381,0.18631500230000098,-5.970299581419183,2.3681833249592248e-9,8.365370777085965e-6
